clip,slice_order,frame_idx,frame_name,timestamp_ns,rgb_path,depth_path,stereo_left_path,stereo_right_path,gaze_x,gaze_y,has_hands,source_archive,split,notes,pose_00,pose_01,pose_02,pose_03,pose_04,pose_05,pose_06,pose_07,pose_08,pose_09,pose_10,pose_11,pose_12,pose_13,pose_14,pose_15
03_assy_0_1,0,550,000550.jpg,55000000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000550.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000550.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000550.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000550.jpg,699,565,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.99275912412943,0.11395425691941558,0.03799669443137045,0.054,0.04128562765357955,0.6207359792025887,-0.7829318878885018,-0.033,-0.11280433682716769,-0.7756940578948297,-0.6209459800495013,-0.258,0.0,0.0,0.0,1.0
03_assy_0_1,1,551,000551.jpg,55100000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000551.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000551.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000551.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000551.jpg,696,565,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9932797727223304,0.11093429241007838,0.032998119160810226,0.054,0.04381358156999749,0.6242993831201054,-0.779955543800969,-0.033,-0.10712452179909591,-0.7732682994946394,-0.6249643780456482,-0.258,0.0,0.0,0.0,1.0
03_assy_0_1,2,552,000552.jpg,55200000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000552.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000552.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000552.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000552.jpg,685,572,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9934274739693467,0.10897943381765637,0.035004813492805646,0.053,0.042016605847728525,0.6316595709838108,-0.7741064469551877,-0.031,-0.10647280777700793,-0.7675478287307778,-0.6320869179272334,-0.258,0.0,0.0,0.0,1.0
03_assy_0_1,3,553,000553.jpg,55300000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000553.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000553.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000553.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000553.jpg,681,580,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9935268844510186,0.10806765350603163,0.03501017193263432,0.053,0.04322932136810181,0.6446889086631323,-0.763221748131428,-0.029,-0.10505025296069355,-0.7567678595926494,-0.645187454187118,-0.257,0.0,0.0,0.0,1.0
03_assy_0_1,4,554,000554.jpg,55400000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000554.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000554.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000554.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000554.jpg,639,591,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9936732402600961,0.10604673391173466,0.03698083040786255,0.053,0.04132347128815094,0.651401240680772,-0.7576072824097247,-0.029,-0.10443113669638336,-0.7512859068731456,-0.6516622007007131,-0.256,0.0,0.0,0.0,1.0
03_assy_0_1,5,555,000555.jpg,55500000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000555.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000555.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000555.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000555.jpg,652,603,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9933467342618731,0.10798414582035076,0.04002111671006658,0.053,0.040989446307604864,0.6562865525322724,-0.7533975220670034,-0.027,-0.10762030859771553,-0.7467445247316876,-0.6563463140450919,-0.254,0.0,0.0,0.0,1.0
03_assy_0_1,6,556,000556.jpg,55600000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000556.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000556.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000556.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000556.jpg,650,611,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9926885800418737,0.11199811967244663,0.04500893516053208,0.054,0.04097001506949166,0.6633934279973207,-0.7471483236648325,-0.026,-0.11353783915353632,-0.73984159174772,-0.663131644698506,-0.253,0.0,0.0,0.0,1.0
03_assy_0_1,7,557,000557.jpg,55700000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000557.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000557.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000557.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000557.jpg,646,626,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9924104201675579,0.11404414836361207,0.04599445800169608,0.055,0.04251148488640929,0.6691497796511254,-0.7419106051577933,-0.024,-0.11538774456416045,-0.7343245226852151,-0.6689194000681452,-0.252,0.0,0.0,0.0,1.0
03_assy_0_1,8,558,000558.jpg,55800000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000558.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000558.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000558.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000558.jpg,639,628,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9925916266562586,0.11400015377307092,0.042021751886358864,0.055,0.04651309960324434,0.6760560771032204,-0.73538065801128,-0.023,-0.11224256882832463,-0.7279781216159732,-0.6763501017899665,-0.252,0.0,0.0,0.0,1.0
03_assy_0_1,9,559,000559.jpg,55900000000,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/rgb/000559.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/depth/000559.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_left/000559.jpg,/tmp/industreal_pilot/slices/raw_cad_pilot__03_assy_0_1__03_assy_1_3/03_assy_0_1/stereo_right/000559.jpg,785,609,True,relevant_slice_test_p1.tar.gz,test,non_metric_jpg;depth_is_duplicated_possible=true,-0.9924584385842317,0.11402714093713284,0.04498954114738354,0.055,0.04461707454452046,0.6778670384085042,-0.7338294044928781,-0.022,-0.1141733959468561,-0.7262878832591019,-0.677842419953912,-0.251,0.0,0.0,0.0,1.0
